rna-XM_043145796.1	gene-E1B28_000001	gene-E1B28_000001
rna-XM_043145797.1	gene-E1B28_000002	gene-E1B28_000002
rna-XM_043145798.1	gene-E1B28_000003	gene-E1B28_000003
rna-XM_043145799.1	gene-E1B28_000004	gene-E1B28_000004
rna-XM_043145800.1	gene-E1B28_000005	gene-E1B28_000005
rna-XM_043145801.1	gene-E1B28_000006	gene-E1B28_000006
rna-XM_043145802.1	gene-E1B28_000007	gene-E1B28_000007
rna-XM_043145803.1	gene-E1B28_000008	gene-E1B28_000008
rna-XM_043145804.1	gene-E1B28_000009	gene-E1B28_000009
rna-XM_043145805.1	gene-E1B28_000010	gene-E1B28_000010
rna-XM_043145806.1	gene-E1B28_000011	CGP1
rna-XM_043145807.1	gene-E1B28_000012	gene-E1B28_000012
rna-XM_043145808.1	gene-E1B28_000013	gene-E1B28_000013
rna-XM_043145809.1	gene-E1B28_000014	gene-E1B28_000014
rna-XM_043145810.1	gene-E1B28_000015	gene-E1B28_000015
rna-XM_043145811.1	gene-E1B28_000016	gene-E1B28_000016
rna-XM_043145812.1	gene-E1B28_000017	gene-E1B28_000017
rna-XM_043145813.1	gene-E1B28_000018	gene-E1B28_000018
rna-XM_043145814.1	gene-E1B28_000018	gene-E1B28_000018
rna-XM_043145815.1	gene-E1B28_000019	gene-E1B28_000019
rna-XM_043145816.1	gene-E1B28_000019	gene-E1B28_000019
rna-XM_043145817.1	gene-E1B28_000020	gene-E1B28_000020
rna-XM_043145818.1	gene-E1B28_000021	gene-E1B28_000021
rna-XM_043145819.1	gene-E1B28_000022	gene-E1B28_000022
rna-XM_043145820.1	gene-E1B28_000023	gene-E1B28_000023
rna-XM_043145821.1	gene-E1B28_000024	gene-E1B28_000024
rna-XM_043145822.1	gene-E1B28_000025	gene-E1B28_000025
rna-XM_043145823.1	gene-E1B28_000026	gene-E1B28_000026
rna-XM_043145824.1	gene-E1B28_000027	gene-E1B28_000027
rna-XM_043145825.1	gene-E1B28_000028	gene-E1B28_000028
rna-XM_043145826.1	gene-E1B28_000029	gene-E1B28_000029
rna-XM_043145827.1	gene-E1B28_000030	gene-E1B28_000030
rna-XM_043145828.1	gene-E1B28_000031	gene-E1B28_000031
rna-XM_043145829.1	gene-E1B28_000032	gene-E1B28_000032
rna-XM_043145830.1	gene-E1B28_000033	gene-E1B28_000033
rna-XM_043145831.1	gene-E1B28_000034	gene-E1B28_000034
rna-XM_043145832.1	gene-E1B28_000035	gene-E1B28_000035
rna-XM_043145833.1	gene-E1B28_000036	gene-E1B28_000036
rna-XM_043145834.1	gene-E1B28_000037	gene-E1B28_000037
rna-XM_043145835.1	gene-E1B28_000038	gene-E1B28_000038
rna-XM_043145836.1	gene-E1B28_000039	gene-E1B28_000039
rna-XM_043145837.1	gene-E1B28_000040	gene-E1B28_000040
rna-XM_043145838.1	gene-E1B28_000041	gene-E1B28_000041
rna-XM_043145839.1	gene-E1B28_000042	gene-E1B28_000042
rna-XM_043145840.1	gene-E1B28_000043	gene-E1B28_000043
rna-XM_043145841.1	gene-E1B28_000044	gene-E1B28_000044
rna-XM_043145842.1	gene-E1B28_000045	gene-E1B28_000045
rna-XM_043145843.1	gene-E1B28_000046	gene-E1B28_000046
rna-XM_043145844.1	gene-E1B28_000047	gene-E1B28_000047
rna-XM_043145845.1	gene-E1B28_000048	gene-E1B28_000048
rna-XM_043145846.1	gene-E1B28_000049	gene-E1B28_000049
rna-XM_043145847.1	gene-E1B28_000050	gene-E1B28_000050
rna-XM_043145848.1	gene-E1B28_000051	gene-E1B28_000051
rna-XM_043145849.1	gene-E1B28_000052	gene-E1B28_000052
rna-XM_043145850.1	gene-E1B28_000053	gene-E1B28_000053
rna-XM_043145851.1	gene-E1B28_000054	gene-E1B28_000054
rna-XM_043145852.1	gene-E1B28_000055	gene-E1B28_000055
rna-XM_043145853.1	gene-E1B28_000056	gene-E1B28_000056
rna-XM_043145854.1	gene-E1B28_000057	gene-E1B28_000057
rna-XM_043145855.1	gene-E1B28_000058	gene-E1B28_000058
rna-XM_043145856.1	gene-E1B28_000059	gene-E1B28_000059
rna-XM_043145857.1	gene-E1B28_000060	gene-E1B28_000060
rna-XM_043145858.1	gene-E1B28_000061	gene-E1B28_000061
rna-XM_043145859.1	gene-E1B28_000062	gene-E1B28_000062
rna-XM_043145860.1	gene-E1B28_000063	gene-E1B28_000063
rna-XM_043145861.1	gene-E1B28_000064	gene-E1B28_000064
rna-XM_043145862.1	gene-E1B28_000065	gene-E1B28_000065
rna-XM_043145863.1	gene-E1B28_000066	gene-E1B28_000066
rna-XM_043145864.1	gene-E1B28_000067	gene-E1B28_000067
rna-XM_043145865.1	gene-E1B28_000068	gene-E1B28_000068
rna-XM_043145866.1	gene-E1B28_000069	gene-E1B28_000069
rna-XM_043145867.1	gene-E1B28_000070	gene-E1B28_000070
rna-XM_043145868.1	gene-E1B28_000071	gene-E1B28_000071
rna-XM_043145869.1	gene-E1B28_000072	gene-E1B28_000072
rna-XM_043145870.1	gene-E1B28_000073	gene-E1B28_000073
rna-XM_043145871.1	gene-E1B28_000074	gene-E1B28_000074
rna-XM_043145872.1	gene-E1B28_000075	gene-E1B28_000075
rna-XM_043145873.1	gene-E1B28_000076	gene-E1B28_000076
rna-XM_043145874.1	gene-E1B28_000077	gene-E1B28_000077
rna-XM_043145875.1	gene-E1B28_000078	gene-E1B28_000078
rna-XM_043145876.1	gene-E1B28_000078	gene-E1B28_000078
rna-XM_043145877.1	gene-E1B28_000078	gene-E1B28_000078
rna-XM_043145878.1	gene-E1B28_000079	gene-E1B28_000079
rna-XM_043145879.1	gene-E1B28_000079	gene-E1B28_000079
rna-XM_043145880.1	gene-E1B28_000080	gene-E1B28_000080
rna-XM_043145881.1	gene-E1B28_000081	gene-E1B28_000081
rna-XM_043145882.1	gene-E1B28_000082	gene-E1B28_000082
rna-XM_043145883.1	gene-E1B28_000083	gene-E1B28_000083
rna-XM_043145884.1	gene-E1B28_000084	gene-E1B28_000084
rna-E1B28_000085	gene-E1B28_000085	gene-E1B28_000085
rna-XM_043145885.1	gene-E1B28_000086	SNX3
rna-XM_043145886.1	gene-E1B28_000087	gene-E1B28_000087
rna-XM_043145887.1	gene-E1B28_000088	gene-E1B28_000088
rna-XM_043145888.1	gene-E1B28_000089	gene-E1B28_000089
rna-XM_043145889.1	gene-E1B28_000090	gene-E1B28_000090
rna-XM_043145890.1	gene-E1B28_000091	gene-E1B28_000091
rna-XM_043145891.1	gene-E1B28_000092	gene-E1B28_000092
rna-XM_043145892.1	gene-E1B28_000093	gene-E1B28_000093
rna-XM_043145893.1	gene-E1B28_000094	gene-E1B28_000094
rna-XM_043145894.1	gene-E1B28_000095	gene-E1B28_000095
rna-XM_043145895.1	gene-E1B28_000096	gene-E1B28_000096
rna-XM_043145896.1	gene-E1B28_000097	gene-E1B28_000097
rna-XM_043145897.1	gene-E1B28_000098	gene-E1B28_000098
rna-XM_043145898.1	gene-E1B28_000099	gene-E1B28_000099
rna-XM_043145899.1	gene-E1B28_000099	gene-E1B28_000099
rna-XM_043145900.1	gene-E1B28_000100	gene-E1B28_000100
rna-XM_043145901.1	gene-E1B28_000101	gene-E1B28_000101
rna-XM_043145902.1	gene-E1B28_000102	gene-E1B28_000102
rna-XM_043145903.1	gene-E1B28_000103	gene-E1B28_000103
rna-XM_043145904.1	gene-E1B28_000103	gene-E1B28_000103
rna-XM_043145905.1	gene-E1B28_000104	gene-E1B28_000104
rna-XM_043145906.1	gene-E1B28_000105	gene-E1B28_000105
rna-XM_043145907.1	gene-E1B28_000106	gene-E1B28_000106
rna-XM_043145908.1	gene-E1B28_000107	gene-E1B28_000107
rna-XM_043145909.1	gene-E1B28_000108	gene-E1B28_000108
rna-XM_043145910.1	gene-E1B28_000109	gene-E1B28_000109
rna-XM_043145911.1	gene-E1B28_000110	gene-E1B28_000110
rna-XM_043145912.1	gene-E1B28_000111	gene-E1B28_000111
rna-XM_043145913.1	gene-E1B28_000112	gene-E1B28_000112
rna-XM_043145914.1	gene-E1B28_000113	gene-E1B28_000113
rna-XM_043145915.1	gene-E1B28_000114	gene-E1B28_000114
rna-XM_043145916.1	gene-E1B28_000115	gene-E1B28_000115
rna-XM_043145917.1	gene-E1B28_000116	gene-E1B28_000116
rna-XM_043145918.1	gene-E1B28_000117	gene-E1B28_000117
rna-XM_043145919.1	gene-E1B28_000118	gene-E1B28_000118
rna-XM_043145920.1	gene-E1B28_000119	gene-E1B28_000119
rna-XM_043145921.1	gene-E1B28_000120	gene-E1B28_000120
rna-XM_043160696.1	gene-E1B28_000121	gene-E1B28_000121
rna-XM_043145922.1	gene-E1B28_000122	gene-E1B28_000122
rna-XM_043145923.1	gene-E1B28_000123	gene-E1B28_000123
rna-XM_043145924.1	gene-E1B28_000124	gene-E1B28_000124
rna-XM_043145925.1	gene-E1B28_000125	gene-E1B28_000125
rna-XM_043145926.1	gene-E1B28_000126	gene-E1B28_000126
